,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,MSFT,MSFT,MSFT,MSFT,MSFT
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2021-03-23 00:00:00-04:00,123.33,124.24,122.14,122.55,84861807,3126.9,3182.0,3120.85,3137.5,3194548,379062.0,382000.0,376077.44,376982.0,1505,237.59,241.05,237.07,237.53,26263248
2021-03-24 00:00:00-04:00,122.82,122.9,120.065,120.07,78958064,3151.04,3160.31,3085.15,3087.17,2622965,379201.75,382155.12,377520.0,378000.0,1593,237.79,238.0,235.32,235.46,21776897
2021-03-25 00:00:00-04:00,119.54,121.66,119.0,120.63,89156937,3072.91,3109.78,3037.14,3046.26,3205209,378035.0,382600.0,374482.5,379980.03,1648,235.3,236.94,231.57,232.32,28875231
2021-03-26 00:00:00-04:00,120.35,121.48,118.92,121.21,79186956,3044.06,3056.66,2996.0,3053.14,2441802,383297.5,390000.0,381382.0,389219.5,1363,231.83,236.71,231.55,236.48,18688030
2021-03-29 00:00:00-04:00,121.65,122.58,120.7299,121.39,70495825,3055.4395,3091.25,3028.445,3076.76,2253856,384053.0,393484.0,383922.5,390404.03,2008,236.81,236.8,231.88,235.27,18925230
2021-03-30 00:00:00-04:00,120.11,120.4031,118.86,119.88,76566683,3070.0,3073.0,3034.0,3054.7,2060154,393665.0,394300.0,388811.38,390360.0,1717,233.44,233.85,231.1,232.26,20255981
2021-03-31 00:00:00-04:00,121.65,123.52,121.15,122.18,94475011,3064.1,3119.33,3062.5,3095.65,2526462,388812.5,390300.0,386200.0,386724.44,1627,232.91,239.1,232.39,235.92,32556532
2021-04-01 00:00:00-04:00,123.65,124.18,122.49,123.0,65403569,3116.35,3162.44,3115.55,3161.55,2642215,387979.0,390984.1,385702.0,390399.0,1482,238.47,242.64,238.0501,242.39,26231667
2021-04-05 00:00:00-04:00,123.87,126.1601,123.07,125.9001,79312943,3173.5,3235.955,3161.24,3225.26,2813107,392700.25,396770.0,392400.0,395766.5,1796,242.77,249.96,242.7,249.07,32443402
2021-04-06 00:00:00-04:00,126.5,127.13,125.65,126.23,70316590,3223.75,3247.31,3217.04,3223.99,2095298,395913.0,397890.0,394837.5,396805.0,1312,247.61,249.4,246.88,247.87,18765691
2021-04-07 00:00:00-04:00,125.83,127.92,125.14,127.91,75433362,3230.38,3303.6125,3223.65,3279.39,3070221,395730.0,398000.0,394500.0,395995.03,272,247.81,250.93,247.19,249.89,19347121
2021-04-08 00:00:00-04:00,128.95,130.39,128.52,130.37,80194739,3309.14,3324.5,3292.0,3299.99,2543206,395475.5,396985.0,393972.5,396714.94,1130,252.76,254.139,252.0,253.26,19762070
2021-04-09 00:00:00-04:00,129.8,133.04,129.47,133.0,94171787,3303.01,3372.09,3288.9,3372.09,3934619,397126.0,400000.0,396122.25,399909.0,1359,252.82,255.99,252.44,255.83,19927737
2021-04-12 00:00:00-04:00,132.52,132.85,130.63,131.26,76728291,3358.43,3395.04,3351.15,3379.39,2730031,401425.5,403421.0,400734.0,403075.0,1938,254.99,257.67,254.62,255.96,20483941
2021-04-13 00:00:00-04:00,132.44,134.66,131.93,134.41,81439544,3402.0,3432.0,3395.63,3400.0,2965807,401667.5,403474.0,400372.0,402100.0,1670,257.2,259.19,256.83,258.49,18954468
